item_id,asin,brand,rating,totalReviews,price,originalPrice
-118.21,34.11,32,499,1661,533,4.3812
-117.23,33.1,4,291,685,248,7.745
-119.46,35.14,30,697,1565,584,2.5313
-119.78,36.76,50,322,1063,342,1.75
-117.81,33.66,20,490,1192,463,5.8752
-119.29,34.31,25,190,702,215,3.9063
-122.41,37.61,46,643,1479,577,3.8214
-120.32,37.29,38,130,478,112,2.3382
-118.37,34.16,40,382,774,352,4.4122
-122.05,37.05,41,502,915,366,4.1679
-118.46,34.03,52,124,317,130,2.2794
-117.12,32.76,43,644,1203,614,2.3594
-122.04,37.57,12,1064,3436,1057,5.2879
-121.97,37.36,34,153,534,154,6.0116
-121.28,38.53,18,38,95,41,3.1042
-119.09,35.3,3,519,1353,495,3.6852
-121.75,36.91,42,468,2312,484,2.5599
-121.86,38,4,927,2239,849,3.5857
-118.53,34.45,26,149,508,158,5.2374
-117.94,33.81,24,1131,3003,1014,3.6771
-119.84,34.45,26,616,1839,601,6.3654
-118.24,33.91,37,377,1526,375,1.7158
-117.06,33.14,27,674,2447,717,3.8185
-120.98,37.67,33,298,824,302,2.7621
-117.74,34.09,30,591,2192,563,3.4871
-118.18,34.01,39,82,319,90,2.6364
-118.24,33.89,32,266,1211,279,2.1838
-123.08,40.4,10,102,140,49,1.7969
-117.32,34.07,52,269,693,272,1.9963
-118.24,33.85,25,1489,5237,1496,5.9684
-122.23,37.78,52,146,415,126,2.6429
-121.18,38.78,13,528,1432,532,6.1642
-118.1,33.91,29,113,411,113,2.6397
-121.97,38.04,38,554,1595,498,2.5833
-118.47,34,41,636,1839,537,2.288
-119.31,36.39,32,466,1538,468,1.9342
-122.17,37.71,38,200,481,198,3.244
-122.49,37.68,35,461,1583,471,5.0659
-121.3,37.98,39,659,1388,631,2.6364
-121.37,38.57,22,847,1701,826,5.2449
-122.08,37.61,6,474,1568,433,5.0406
-117.11,32.57,32,586,1702,562,3.3371
-122.09,37.4,22,436,662,470,3.5179
-122.01,36.98,27,730,1511,745,2.589
-118.25,34,36,267,1112,229,1.7237
-117.83,33.66,16,385,515,363,5.3423
-121.96,37.74,2,20,25,9,15.0001
-119.81,36.73,51,196,662,180,2.101
-118.62,34.06,25,584,1530,601,7.4001
-122.35,37.96,35,346,1023,295,2.0724
-119.06,36.1,21,249,868,221,2.5893
-122.47,37.75,52,285,689,265,4.6071
-122.54,37.9,41,622,1091,528,3.7813
-119.73,36.76,30,282,886,311,3.1
-122.03,36.96,40,126,316,139,3.5938
-119.75,36.78,33,197,508,198,2.3333
-117.3,33.06,24,511,870,442,3.194
-121.99,36.96,16,201,300,157,2.625
-120.73,39.63,17,356,432,190,3.8826
-118.48,34.03,19,284,414,272,1.3333
-118.22,33.95,36,483,2249,487,2.8167
-118.24,33.97,43,349,1657,331,2.0819
-117.82,35.03,30,510,1347,467,3.3693
-117.02,32.7,18,283,1134,269,5.1769
-122.35,37.94,47,275,844,273,2.8967
-119.8,36.78,50,374,737,338,2.2614
-122.19,37.48,38,269,608,292,4.5568
-122.38,37.59,31,844,1581,788,3.0744
-122.15,37.75,44,399,946,331,3.225
-119.35,36.19,6,226,734,230,1.0349
-120.45,34.95,7,532,1057,459,2.2538
-122.28,38.29,19,112,139,80,1.9875
-122.26,37.84,49,202,462,189,1.025
-122.3,37.81,52,109,274,82,1.8516
-118.22,33.9,22,107,583,119,1.9423
-117.67,33.64,11,554,1565,508,5.1645
-122.02,37.01,20,138,345,129,10.0968
-117.38,33.19,17,112,359,118,1.5625
-118.01,34.08,30,522,1969,500,3.6531
-118.6,34.13,20,1934,5452,1875,9.1232
-118.52,34.2,19,1304,2490,1222,2.6437
-118.42,34.27,35,702,3444,679,1.4867
-122.08,37.71,35,350,1004,365,5.4639
-117.65,33.57,5,500,1185,446,4.3542
-120.54,37.68,18,76,189,67,1.2273
-118.31,34.05,40,365,1161,384,3.1406
-122.42,37.6,34,565,1542,563,5.8783
-118.18,33.98,38,374,1514,408,2.5703
-121.25,36.32,12,1082,4601,1066,2.9184
-118.17,34.69,12,803,2188,724,4.1667
-120.33,39.3,16,178,44,21,3
-118.38,34.06,29,1008,1676,876,2.7824
-119.78,36.73,52,319,1280,259,1.2344
-118.33,33.97,44,579,1423,573,2.5363
-118.37,34.06,36,395,690,365,3.3438
-119,35.39,51,284,648,300,2.8295
-117.95,33.87,35,383,1115,381,4.4784
-118.38,34.58,18,375,913,372,4.3456
-118.29,34.08,25,823,2635,763,2.4
-120.97,37.68,16,535,1370,504,3.3368
-122.28,37.87,52,132,288,131,3.5156
-118.14,33.88,41,343,1119,341,4.3646
-122.06,37.38,20,1272,2389,1210,4.2719
-118.54,34.27,28,300,931,302,6.7415
-117.88,33.84,25,349,918,378,3.9286
-118.3,34.19,52,277,746,262,4.7986
-117.84,33.8,35,251,629,257,4.3661
-121.27,38.65,25,601,1247,522,2.9016
-117.88,33.87,21,388,1203,366,3.2083
-119.88,34.42,22,492,1333,488,3.6304
-118.48,34.01,31,458,719,392,4.4
-116.95,33.86,1,2,8,2,1.625
-117.67,33.51,17,480,1893,433,4.0388
-118.35,34.04,38,375,1019,372,2.3687
-124.16,40.8,52,480,908,451,1.6111
-118.35,34.05,33,836,1416,736,2.6781
-119.08,34.35,24,828,2718,778,3.2757
-122.51,37.78,45,499,1056,460,4.7328
-118.36,34.14,30,317,629,320,3.6823
-121.96,37.55,4,993,1606,838,4.1387
-117.19,32.77,30,640,3185,657,3.765
-118.09,33.89,42,215,708,204,3.6875
-121.76,36.9,44,309,1321,301,2.0775
-118.14,33.92,35,559,1799,546,3.9327
-119.06,34.36,52,320,934,298,1.8618
-118.12,34.16,52,437,1211,422,5.0237
-117.8,34.15,14,1253,3699,1162,5.5423
-120.04,39.24,30,469,510,213,2.65
-121.47,38.48,25,551,1745,487,2.6382
-122.27,37.54,15,310,905,306,8.9083
-122.02,37.54,31,264,719,236,3.535
-121.38,38.4,15,637,1722,616,4.8831
-122.04,37.35,20,313,767,310,6.837
-117.12,32.76,41,421,803,395,2.1856
-117.34,34.18,7,481,1584,499,4.6312
-121.02,37.67,32,797,1916,740,2.6722
-119.06,34.38,33,262,731,266,3.9464
-118.16,33.91,35,338,1415,367,3.0967
-121.92,37.34,52,491,1087,433,4.4
-119.03,34.21,11,729,2398,684,5.3044
-121.96,37.34,37,127,293,132,3.7813
-114.61,33.62,16,261,1115,242,2.1759
-117.27,33.15,4,4135,10877,3958,4.6357
-121.37,38.62,27,380,697,368,1.6678
-118.18,33.82,43,469,1042,418,3.5
-118.02,33.77,33,436,1520,456,5.0091
-120.05,34.47,21,248,746,211,3.8056
-118.25,34.01,45,270,1030,235,1.0898
-119.54,38.51,14,272,721,234,2.35
-117.27,34.5,7,342,878,292,6.0296
-121.96,36.99,23,748,1423,666,2.7375
-118.19,34.04,45,234,1194,239,2.1806
-121.28,37.95,49,364,1448,318,1.1094
-117.96,33.79,29,501,1170,482,2.0677
-118.44,34.17,25,1134,1941,958,3.8081
-122.31,37.52,35,262,659,262,6.8336
-117.97,33.92,24,416,900,436,3
-117.71,34.05,20,444,1545,481,2.5735
-118.42,34.02,26,842,1745,789,3.4269
-120.25,37.11,20,466,1285,456,1.5319
-121.35,38.51,29,391,1054,352,4.2206
-120.25,38.55,15,891,1103,433,3.0125
-118.02,34.02,21,986,2647,969,5.2405
-120.66,35.26,15,1319,2383,1165,2.2656
-120.66,40.42,35,325,717,297,2.5074
-118.15,35.06,15,296,569,263,2.0441
-122.51,37.78,47,494,1201,454,4.0353
-120.46,34.65,22,358,1272,363,1.6488
-117.93,33.93,25,534,1702,523,3.7933
-118.21,33.97,49,313,1268,317,3.9408
-120.18,34.62,25,219,671,225,3.1912
-122.14,37.43,18,563,1144,600,4.0686
-123.11,40.6,23,202,316,136,1.1602
-117.94,33.84,25,831,2166,774,3.1884
-122.75,38.48,4,1112,2958,1131,4.5417
-121.61,37.15,16,729,2051,694,7.8601
-122.42,40.6,5,433,1275,411,3.4464
-119.16,34.95,14,787,1581,579,3.0882
-118.63,34.24,9,924,1884,915,4.8333
-121.95,36.98,34,958,1622,802,3.1546
-117.25,32.79,43,240,458,205,1.8365
-119.18,34.22,15,1008,2549,973,3.9063
-117.26,32.82,34,785,1817,747,8.496
-117.07,32.79,25,314,911,309,7.8336
-116.76,34.23,10,989,1020,376,2.6071
-118.25,34.13,52,88,229,89,2.125
-117.28,34.26,18,689,1086,375,3.3672
-122.57,38.11,32,748,1706,723,3.4705
-122.45,37.79,52,215,495,208,10.7097
-117.77,33.71,15,295,1060,303,7.3141
-119.44,36.61,17,280,775,246,3.9073
-118.32,33.93,37,462,1327,445,4.25
-118.22,33.79,28,629,2537,596,2.3
-122.65,38.48,17,164,473,163,5.5061
-121.23,37.96,44,473,1277,435,1.5539
-117.86,34.09,26,542,1664,543,6.1498
-122.06,37.86,16,1014,1512,986,4.4551
-117.36,34.1,29,637,1683,608,2.3205
-117.3,34.1,49,11,76,13,2.5625
-122.14,38.03,42,34,54,30,2.5795
-121.64,36.8,18,1000,2975,975,4.5812
-122.24,38.01,11,565,1949,555,5.7862
-116.86,34.31,19,328,382,151,4.0556
-122.71,37.88,21,552,599,250,4.3125
-117.09,32.56,8,156,626,172,4.8984
-122.25,37.47,35,515,1313,487,5.9062
-118.12,33.77,20,954,1941,892,6.0362
-120.96,37.67,17,511,1558,546,2.9219
-119.3,36.32,23,615,1712,636,3.3875
-117.39,33.96,52,345,948,358,3.2917
-121,37.6,22,925,3116,817,2.6899
-117.09,32.64,19,791,1205,783,1.62
-122.05,37.93,15,1603,2957,1546,4.45
-120.43,34.87,26,272,799,266,3.9871
-122.09,37.69,43,110,273,120,3.3125
-118.46,34.01,39,148,347,153,4.2813
-121.98,37.37,35,202,615,199,5.0942
-121.97,37.76,8,581,1633,567,6.7027
-117.81,33.83,8,884,2569,798,10.157
-118.16,33.89,38,113,389,108,2.1859
-115.57,32.78,25,301,1135,332,5.128
-117.62,33.42,27,266,460,243,3.1029
-121.51,38.56,43,312,1320,294,1.0649
-117.11,32.75,18,587,1329,522,1.7696
-122.46,37.72,37,388,1093,363,3.0703
-122.01,37.58,17,717,2629,721,5.7579
-116.85,34.26,18,1635,2044,726,2.4308
-122.18,37.15,17,289,591,235,5.5785
-116.95,32.82,19,1058,2852,1092,2.9161
-117.23,32.74,16,404,798,385,4.8167
-117.84,34.11,17,621,1911,621,4.8894
-122.49,37.76,48,270,650,265,3.5278
-117.93,33.71,10,717,1581,633,4.1366
-118.18,33.74,30,1750,2136,1503,4.0968
-118.08,33.92,38,282,1011,269,3.6908
-118.3,34.01,52,343,1154,334,2.0625
-122.17,39.31,35,552,1395,476,2.5625
-117.14,32.75,19,613,766,630,1.0353
-117.94,34.04,36,354,1367,334,3.5592
-121.74,37.19,11,197,881,191,4.2039
-118.36,33.81,26,300,881,309,5.1778
-122.44,37.78,37,314,481,297,3.6875
-118.19,33.81,23,390,804,373,2.5833
-117.29,33.19,18,1233,4127,1162,3.0704
-117.24,32.85,18,475,904,368,6.7587
-117.24,32.8,29,882,1513,843,3.101
-120.98,38.66,9,404,916,373,3.225
-119.63,36.76,22,614,1795,613,4.925
-121.65,37.12,14,999,2648,888,3.6895
-121.9,37.44,12,734,2594,732,6.6086
-122.11,37.7,23,461,828,443,2.1552
-118.29,33.95,35,362,1357,327,2.0917
-117.76,34.06,30,504,1719,459,2.227
-118.32,34.08,52,473,1053,434,4.1429
-117.08,32.72,32,468,1741,467,3.0446
-117.13,32.79,35,243,698,255,3.6458
-121.94,36.98,24,562,1360,504,4.2006
-118.23,33.96,36,270,1136,273,1.6597
-121.98,37.36,34,318,1019,301,4.5625
-118.28,34.12,50,312,836,337,12.8763
-122.13,37.15,39,613,1338,518,3.9423
-118.2,33.78,48,497,1908,466,1.9872
-117.73,34.12,26,163,412,157,6.1731
-117.99,33.69,12,858,1441,788,1.6705
-117.94,34.06,32,662,2003,622,4.0333
-117.39,34.11,5,457,1821,485,4.8889
-122,38.35,38,364,745,348,2.5707
-120.98,37.59,2,834,2784,787,4.6484
-118.26,34.12,45,698,1768,653,3.1306
-122.16,37.68,16,348,568,352,2.3869
-118.12,33.83,45,278,687,285,5.0424
-117.88,33.79,32,295,928,295,5.1418
-122.41,37.71,40,433,1738,429,4.9926
-122.39,37.73,43,972,3134,959,4.3393
-121.93,36.63,33,342,638,329,3.1912
-120.31,38.02,11,398,1046,387,3.8203
-122.47,37.61,34,837,2208,834,5.4364
-117.68,34,5,580,2335,648,5.7338
-122.28,37.85,41,123,317,119,2.4038
-117.18,32.92,4,2616,7560,2392,5.196
-117.7,33.6,26,506,634,469,2.3774
-122.48,37.75,52,401,1136,409,4.7703
-117.15,32.74,26,832,1320,808,3.0259
-119.9,36.79,22,332,1066,319,3.3125
-117.19,32.78,34,664,1659,644,4.4097
-118.39,34.03,25,1050,1890,914,3.0574
-117.78,33.68,15,330,841,309,6.0634
-119.67,36.65,20,449,1464,450,3.9211
-118.26,34.02,41,323,1428,313,1.5603
-122.24,38.01,16,315,1154,307,6.0102
-122.25,38.16,17,944,1812,888,2.9375
-117.32,33.8,11,576,1757,552,4.0982
-118.21,34.06,52,115,434,123,2.095
-119.77,36.8,24,770,1827,719,2.7222
-121.86,37.41,16,287,1080,296,6.1256
-117.97,33.88,9,279,530,265,5.0731
-121.84,39.72,52,389,802,342,0.9566
-118.51,34.2,37,434,1031,414,4.0924
-117.93,33.78,28,820,2187,835,3.9018
-117.75,33.61,16,488,709,489,3.2845
-121.46,38.7,32,183,568,188,3.8611
-119.28,36.32,29,514,1234,521,1.9138
-118.74,34.28,21,637,1974,634,5.9024
-119.33,36.19,27,163,332,141,1.0714
-118.75,34.27,24,461,1567,446,5.5983
-118.21,33.93,33,801,3423,741,2.2847
-122.37,37.96,37,402,1046,350,0.7403
-121.98,37.28,27,589,1725,553,5.7812
-117.03,32.61,23,216,778,229,5.1538
-117.28,34.41,14,396,960,396,2.9934
-118.02,34.13,33,458,1239,431,5.2329
-117.9,34.06,33,209,578,192,5.6406
-118.47,34.24,19,661,1855,621,2.3111
-122.49,37.86,35,538,969,528,6.7669
-121.44,38.68,19,534,1355,463,2.0625
-118.36,34.2,14,614,1874,559,2.5267
-117.28,33.06,8,1022,2585,941,4.0118
-122.43,37.73,52,224,494,206,5.0602
-118.13,34.13,52,381,924,365,7.9976
-118.05,33.95,33,390,1600,376,3.6125
-121.99,38.26,18,126,368,120,6.0842
-122.47,37.78,52,436,955,425,4.1339
-121.27,38.66,15,520,1032,475,4.1382
-122.24,37.81,52,482,709,456,3.2727
-121.44,38.47,5,1178,3139,1131,3.3608
-118.12,33.77,10,1137,2528,1057,10.2233
-117.98,33.94,32,491,1222,446,4.0985
-118.07,34.16,35,438,970,437,4.2143
-118.19,34.14,46,488,1181,456,3.6058
-118.21,34.12,52,389,1189,361,2.5139
-121.92,36.63,36,175,349,168,3.4167
-117.97,33.84,18,209,462,223,2.8348
-118.41,33.99,39,822,3212,777,1.1985
-119.44,36.6,34,184,579,171,2.0417
-122.7,39.14,13,111,214,62,3.3929
-122.3,37.56,37,367,1267,382,4.7344
-121.99,37.54,26,371,1285,404,5.388
-118.38,33.98,25,1012,2519,1004,6.8112
-117.98,33.83,17,992,2104,893,3.3006
-117.96,33.68,25,349,1085,343,4.7656
-117.64,33.66,6,1217,2597,1119,4.6076
-121.29,37.33,36,12,27,8,4
-122.44,37.77,52,1268,2023,1196,4.4085
-118.33,33.98,28,1199,3121,1046,1.8806
-121.29,37.99,30,528,2019,524,1.5152
-121.8,37.35,17,423,1756,429,5.1017
-119.29,36.53,33,352,1734,336,1.625
-118.11,34.03,36,316,989,293,3.5272
-121.87,37.42,19,2112,6810,2040,6.4419
-122.09,37.7,33,1107,2239,1051,2.9861
-122.29,37.87,52,460,1145,430,2.6165
-117.11,32.66,52,5,14,9,1.625
-121.9,37.39,42,14,26,14,1.7361
-117.52,33.88,21,178,770,165,2.5656
-121.47,38.7,31,181,563,185,3.625
-122.28,37.52,27,655,1285,577,4.0801
-118.41,34.25,33,192,981,184,2.6429
-122.25,37.8,52,510,1197,488,3.0149
-119.05,34.24,24,646,1929,703,5.4298
-118.26,34.06,33,1047,3707,1012,1.7238
-117.09,32.7,15,217,887,216,1.4583
-117.39,34.07,15,331,1118,323,3.8558
-122.22,37.79,37,574,1608,523,2.1494
-118.43,34.04,52,435,962,412,5.8587
-117.56,33.88,36,210,722,180,2.4861
-118.13,34.16,52,427,1107,410,2.5664
-122.21,37.47,33,415,1991,334,2.92
-118.08,33.78,34,347,1051,346,5.5767
-118.23,34.21,29,608,1217,568,3.3287
-117.23,32.73,44,263,509,256,2.7273
-118.19,33.77,21,727,1064,603,1.6178
-117.17,32.81,26,127,346,125,5.0603
-122,36.97,39,646,1136,491,2.8941
-120.61,35.12,12,793,1840,720,2.9821
-118.17,33.83,46,214,531,222,4.3125
-117.86,33.89,24,253,820,241,6.9612
-118.51,34.22,36,285,766,272,4.8646
-118.26,33.9,38,318,981,318,4.0234
-118.02,34.04,27,1001,3538,978,5.065
-118.37,34.1,37,67,100,47,15.0001
-117.99,33.79,35,467,2272,454,3.9566
-122.42,37.71,44,489,1781,478,3.6827
-117.25,33.93,8,1761,5804,1703,4.2654
-122.04,37.85,27,780,2181,761,9.5862
-117.23,32.87,11,740,1223,634,5.417
-117.16,32.81,35,200,532,181,3.6806
-118.09,33.9,37,258,742,242,4.0461
-118.08,34.07,32,975,3775,955,3.29
-117.09,32.79,31,417,872,386,3.1964
-121.66,37.13,20,924,2656,871,3.8788
-118.24,33.96,34,254,1101,239,1.7396
-122.02,37.53,21,673,2216,681,5.7072
-117.82,33.9,25,170,524,164,7.5744
-118.21,33.94,34,205,1134,233,2.7734
-117.88,34,32,51,170,50,3.9375
-118.11,33.86,36,487,1386,458,4.9904
-118.86,34.07,16,244,970,172,8.0144
-122.49,38.32,30,284,788,284,3.3098
-121.66,39.66,17,655,1763,613,2.9625
-122.33,37.93,34,471,1356,441,2.3475
-117.28,33.2,20,854,2983,834,4.3428
-122.16,37.72,38,245,618,239,2.875
-117.85,34.12,30,1033,2524,954,3.0448
-119.26,35.5,38,409,1133,430,4.2375
-123.35,40.99,23,59,47,23,1.125
-118.14,34.16,39,840,2546,773,2.575
-118.39,34.23,43,299,1184,320,2.1518
-117.03,32.79,17,1699,3331,1634,2.7006
-117.84,33.8,34,331,843,328,3.59
-116.69,33.5,13,255,442,179,1.9107
-121.09,37.61,42,296,921,287,3.8864
-117.14,32.76,35,661,1308,629,2.6777
-122.69,38.46,32,504,1117,512,5
-121.13,38.55,8,109,398,96,4.2031
-121.87,37.27,25,226,721,243,7.5845
-117.91,33.66,26,1326,2681,1116,4.0341
-121.94,37.34,42,420,1304,464,3.1429
-121.83,37.95,17,244,716,235,2.875
-124.17,41.8,16,480,1259,436,3.7557
-118.33,34.06,52,231,737,248,8.3617
-118.24,33.8,28,169,788,143,3.6161
-122.59,38.12,25,1145,3445,1166,6.0132
-122.48,37.71,29,150,455,152,6.1278
-120.73,37.38,37,176,827,176,1.9236
-117.04,32.62,26,607,2000,593,4.9962
-118.44,34.27,36,275,1333,266,3.5347
-121,37.61,36,604,2045,550,2.273
-117.84,33.89,24,625,1912,593,5.7951
-122.25,37.77,52,320,825,264,3.4531
-118.36,34.1,37,2010,2913,1939,2.875
-116.92,32.79,24,742,2123,744,4.5224
-121.94,38.35,8,559,1758,569,4.412
-120.87,35.41,16,444,782,374,3.0187
-118.1,33.83,36,343,956,352,5.3735
-117.99,34.07,31,369,1548,347,3.4327
-121.49,37.94,31,394,1848,293,2.2891
-119.63,36.32,36,287,749,255,2.2333
-121.89,39.76,15,1860,4591,1906,3.07
-117.11,32.76,31,549,1108,557,3.3854
-118.14,34.07,42,199,656,215,4.1902
-118.26,33.95,38,346,1240,355,1.6898
-122.35,40.56,16,614,1695,563,1.9
-118.26,34.06,40,273,1150,263,1.8625
-117.82,33.71,9,992,4660,978,2.885
-119.98,38.96,25,444,868,342,3.5417
-118.43,34.09,27,200,497,197,7.9835
-117.14,32.75,20,379,678,326,2.1937
-118.47,34.3,16,551,2314,567,3.6736
-121.78,38.68,39,662,1659,638,1.9787
-122.28,37.8,52,31,191,34,0.75
-117.21,32.8,19,282,525,229,1.7273
-121.46,38.54,48,205,605,175,1.8333
-121.13,36.21,30,414,1200,351,1.7548
-122.53,37.97,52,119,228,132,1.9063
-122.35,37.92,36,200,585,236,1.9224
-122.12,37.28,21,64,149,56,5.8691
-121.32,38.26,4,1063,3077,953,4.1179
-121.91,36.62,40,271,504,230,2.475
-117.81,33.71,16,387,1227,347,7.3769
-119.71,36.81,19,550,1034,500,1.6618
-119.19,34.17,27,364,1458,388,4.4567
-117.82,33.79,26,633,3657,617,4.1339
-118.27,34.16,48,253,637,260,4.3438
-118.33,34.1,45,696,1552,611,2.0888
-122.29,37.91,46,346,748,354,4.0536
-118.02,33.82,21,456,1173,432,3.7885
-118.22,33.96,35,474,2113,484,2.6179
-116.89,32.82,18,443,1442,449,5.0201
-117.95,33.86,35,431,1333,427,5.2099
-122.27,37.48,26,507,1392,524,8.5184
-120.51,39.52,26,444,498,216,2.065
-118.42,34.09,40,392,1024,370,15.0001
-119.5,35.27,23,696,1993,617,3.0742
-122.91,39.07,21,484,1000,381,2.4423
-122.46,37.77,52,388,799,363,3.75
-121.54,36.99,27,449,1782,397,3.2614
-118.45,34.19,37,254,739,253,2.4667
-117.95,34.05,35,276,1113,253,4.375
-120.56,35.48,12,731,1609,615,5.0947
-122.46,37.65,21,502,2027,491,5.2573
-117.85,33.76,33,327,1053,371,4.5461
-118.21,33.92,37,403,1839,410,2.5833
-118.17,33.98,31,329,1486,337,3.0938
-121.79,37.34,20,328,1196,323,4.9318
-117.98,33.83,32,166,523,187,6.213
-118.43,34.3,37,313,1111,327,3.6023
-121.69,39.36,34,186,635,165,1.8355
-117.27,33.77,16,576,1859,545,2.0878
-122.41,37.59,40,383,894,356,5.6493
-117.48,34.1,30,531,1796,503,2.5833
-117.06,32.7,12,737,3280,751,4.112
-121.92,36.63,40,193,406,180,3.4943
-120.44,37.31,16,532,1770,574,5.2662
-117.18,32.7,44,514,1102,489,3.6759
-121.57,39.12,30,534,1702,506,2.08
-122.21,37.79,52,190,600,195,3.0893
-118.91,35.3,28,358,1233,351,2.7845
-121.95,37.32,20,198,431,173,3.1103
-121.35,38.68,20,1222,3455,1229,4.3118
-121.28,38.76,47,631,1276,578,2.1366
-118.35,33.89,30,299,776,273,4.2829
-121.98,37.97,26,390,1232,409,5.9617
-120.02,38.92,24,246,414,151,3.2396
-122.28,37.77,52,363,870,347,2.9688
-118.06,34.58,36,258,899,260,3.86
-119.02,35.38,52,35,36,31,0.8054
-122.43,37.79,52,1566,2065,1374,5.8543
-118.07,33.86,17,562,2104,579,5.6818
-122.3,38,34,317,956,341,4.4394
-117.17,33.28,16,312,862,280,5.1786
-117.3,34.14,37,261,761,248,2.3438
-117.71,33.6,25,459,602,428,2.7601
-122.5,37.78,46,607,1418,563,3.7167
-122.72,38.45,41,373,780,357,3.1467
-118.43,34.18,31,510,1102,507,3.8906
-118.03,33.97,22,623,1644,606,2.593
-118.42,33.99,23,1245,2847,1229,4.4228
-118.29,33.96,31,1208,3707,1007,1.3096
-117.98,33.73,22,624,2408,660,6.6539
-121.91,39.14,45,155,343,136,2.125
-119.59,36.64,27,171,798,200,3.0521
-118.33,34.11,37,434,846,457,8.2335
-120.63,38.75,17,621,1432,559,2.7201
-122.12,37.75,28,111,329,109,7.6923
-118.35,33.95,45,213,781,238,3.95
-120.44,34.96,29,562,1617,463,2.6531
-117.08,33.12,43,44,107,48,0.7054
-121.27,38.61,17,1369,2840,1299,2.9452
-120.07,36.96,32,283,549,273,1.4511
-117.66,34.06,39,339,1489,336,1.608
-117.06,33.01,24,485,726,443,3.5192
-117.92,33.73,17,293,934,280,4.4728
-117.93,33.92,34,437,1393,433,4.2443
-122.59,38.92,15,329,599,273,2.1953
-118.14,33.84,36,484,1322,471,4.933
-120.79,37.08,9,20,91,22,2.9063
-117.6,34.11,18,1062,3360,1028,4.8889
-122.02,37.55,33,274,909,267,4.5687
-118.14,33.97,31,267,1175,282,3.0114
-122.31,37.54,38,407,975,417,4.0726
-122.26,37.83,52,715,1377,696,2.5898
-121.88,37.68,23,270,854,286,7.333
-122.53,37.94,18,255,384,247,4.7344
-117.71,33.63,16,274,950,280,5.8399
-120.1,39.19,17,241,202,80,3.9375
-117.77,33.72,9,316,954,324,7.8139
-118.01,33.84,35,713,2354,709,5.1775
-122.19,37.71,36,69,158,58,5.5461
-120.36,38.21,10,845,1480,609,2.8208
-117.32,34.03,13,761,1685,669,3.9024
-117.71,34.02,17,2426,7343,2230,3.6361
-118.26,33.91,33,241,655,218,2.5882
-121.94,36.58,23,693,1480,606,6.777
-121.76,37.69,29,711,1919,709,3.3841
-121.94,36.55,30,584,628,384,3.4048
-122.64,38.01,36,232,551,229,3.7321
-119.34,36.34,5,834,1917,775,4.0144
-122.06,37.27,16,221,567,208,10.5793
-117.94,33.73,24,718,2468,714,5.2563
-118.44,33.98,21,5419,7431,4930,5.3359
-117.69,34.01,30,573,2170,518,2.3
-117.87,34.15,24,735,2061,679,8.2827
-119.69,36.38,25,302,879,277,3.3214
-122.28,38,26,413,980,417,3.4471
-118.33,34.04,31,251,955,239,2.913
-118.17,34.07,37,225,814,241,3.875
-117.95,34.14,13,710,2283,759,4.5594
-118.28,33.79,28,420,1422,389,4.3816
-120.86,37.69,5,1217,3012,1087,3.0809
-120.15,39.17,32,359,454,209,2.9125
-117.05,32.71,25,608,2266,592,3.2986
-121.44,38.52,36,950,2460,847,1.6521
-118.5,34.19,26,509,1142,470,4
-121.44,37.76,5,1285,3670,1146,5.0443
-121.95,37.37,39,129,317,127,3.0357
-122.43,37.77,52,629,1170,614,3.6894
-118.28,34.01,48,190,775,188,2.3309
-118.28,33.84,27,533,1697,546,3.8633
-118.33,34.04,48,443,1400,426,2.628
-118.27,33.95,35,494,1753,490,1.5
-120.42,34.91,4,1217,2801,1212,3.2135
-117.1,32.83,16,154,467,160,6.2047
-121.89,36.89,18,492,1283,353,5.368
-118.22,33.96,42,331,1290,288,2.8
-117.27,33.02,13,1242,2450,1140,4.7179
-121.29,38.68,20,378,921,360,1.8589
-121.95,37.31,27,570,1278,565,3.5652
-118.96,35.37,41,339,1066,318,1.7467
-121.88,36.58,29,871,3438,904,4.0432
-117.25,34.41,13,668,1606,668,2.1875
-118.38,33.77,17,2207,4713,2043,6.3064
-114.55,32.8,19,820,1431,608,1.275
-119.81,34.44,23,588,1467,559,4.6806
-117.12,33.49,4,4055,8824,3252,3.9963
-118.32,33.8,39,298,729,278,3.1648
-122.18,37.73,43,293,855,285,2.5192
-118.1,34.13,47,276,749,260,15.0001
-122.27,40.39,26,422,939,408,1.3571
-121.94,37.73,22,1068,2843,994,6.1265
-121.29,38.63,24,527,1284,487,3.3182
-117.59,33.44,3,1264,2363,1041,4.3897
-118.44,34.19,29,459,1143,438,2.4583
-118.15,34.03,42,411,1206,394,2.6806
-116.48,33.8,15,615,437,210,3.6667
-118.41,33.98,33,777,1695,735,3.9727
-121.05,37.65,5,545,1760,519,4.5701
-122.42,37.8,50,731,958,712,3.2356
-117.31,34.11,38,321,1225,317,1.4663
-116.99,32.76,21,595,1645,589,4.625
-122.11,37.89,32,516,1067,492,4.3235
-122.27,37.8,10,42,125,39,0.9722
-121.87,37.38,16,529,1863,527,5.5429
-118.2,33.77,22,437,1190,399,1.9797
-117.12,32.57,35,256,930,286,2.6715
-118.33,34,52,169,486,176,4.2917
-117.17,32.82,21,596,1471,577,3.0375
-120.36,40.45,19,143,355,127,1.7333
-116.52,33.81,12,2552,2548,1265,3.4394
